# Index: time, region
# Unit: %

year,EU,US,OT,EE,CA,IA,AF,LA
2020,0.9080623299949743,0.9080623299949742,0.9080623299949743,0.9080623299949744,0.9080623299949743,0.9080623299949743,0.9080623299949743,0.9080623299949742
2030,0.5862900835762876,0.5862900835762875,0.5862900835762876,0.5862900835762876,0.5862900835762876,0.5862900835762876,0.5862900835762876,0.5862900835762876
2040,0.3975558927808726,0.3975558927808726,0.3975558927808726,0.39755589278087267,0.3975558927808726,0.3975558927808726,0.39755589278087256,0.3975558927808726
2050,0.3029149098464075,0.3029149098464074,0.30291490984640745,0.30291490984640745,0.30291490984640745,0.30291490984640745,0.30291490984640745,0.30291490984640745
2075,,,,,,,,
2100,0.09145429167411079,0.09145429167411077,0.09145429167411079,0.09145429167411079,0.09145429167411079,0.09145429167411079,0.09145429167411077,0.09145429167411079
2150,0.06604299851487357,0.06604299851487355,0.06604299851487355,0.06604299851487357,0.06604299851487355,0.06604299851487355,0.06604299851487355,0.06604299851487357
2200,0.04063170535563634,0.04063170535563634,0.04063170535563633,0.04063170535563634,0.04063170535563633,0.04063170535563634,0.04063170535563633,0.04063170535563633
2250,0.015220412196399111,0.015220412196399108,0.015220412196399108,0.015220412196399111,0.01522041219639911,0.01522041219639911,0.015220412196399108,0.015220412196399111
2300,0.015220412196399111,0.015220412196399108,0.015220412196399108,0.015220412196399111,0.01522041219639911,0.01522041219639911,0.015220412196399108,0.015220412196399111
