# Index: time, region
# Unit: %

year,EU,US,OT,EE,CA,IA,AF,LA
2020,0.9860195091428048,0.9860195091428047,0.9860195091428047,0.9860195091428047,0.9860195091428046,0.9860195091428048,0.9860195091428047,0.9860195091428047
2030,1.0546334787524276,1.0546334787524276,1.0546334787524276,1.0546334787524276,1.0546334787524276,1.0546334787524276,1.0546334787524276,1.0546334787524276
2040,1.0734778442405863,1.0734778442405863,1.0734778442405861,1.0734778442405861,1.0734778442405863,1.0734778442405863,1.0734778442405863,1.0734778442405861
2050,1.0542969622291976,1.0542969622291976,1.0542969622291973,1.0542969622291973,1.0542969622291973,1.0542969622291973,1.0542969622291976,1.0542969622291973
2075,,,,,,,,
2100,0.23488481832777,0.23488481832777,0.23488481832777,0.23488481832776995,0.23488481832776997,0.23488481832776997,0.23488481832776997,0.23488481832777
2150,0.23421607247289136,0.23421607247289136,0.23421607247289133,0.2342160724728913,0.2342160724728913,0.23421607247289136,0.23421607247289136,0.23421607247289133
2200,0.1171080362364457,0.11710803623644571,0.1171080362364457,0.1171080362364457,0.11710803623644568,0.1171080362364457,0.11710803623644571,0.1171080362364457
2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
